gene,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio
CASP7,no,7.156,4.502,81962,52600,-0.669
CASP8,no,2.154,2.786,24664,32555,0.372
CASP8AP2,no,3.207,2.764,36728,32296,-0.214
CASP9,no,1.897,2.254,21722,26333,0.249
CASQ2,yes,0.055,0.023,630,270,-1.251
CASR,no,4.038,3.884,46248,45379,-0.056
CASS4,no,0.852,0.635,9753,7418,-0.424
CASZ1,no,3.406,3.663,39006,42798,0.105
CAT,no,11.301,8.698,129427,101630,-0.378
CATSPER2,no,0.574,0.865,6579,10104,0.59
CAV2,no,5.932,5.385,67943,62928,-0.14
CAVIN2,no,1.508,1.943,17271,22701,0.365
CAVIN3,no,2.744,2.901,31423,33900,0.081
CBARP,no,0.401,0.116,4597,1353,-1.793
CBFB,no,10.37,9.19,118772,107385,-0.174
CBL,no,2.216,2.928,25378,34217,0.402
CBLB,no,2.722,3.109,31172,36323,0.192
CBLIF,no,0.062,0.02,711,238,-1.608
CBLN1,no,0.081,0.125,927,1462,0.628
CBLN3,no,0.355,0.443,4065,5173,0.319
CBLN4,no,0.287,0.196,3283,2295,-0.545
CBR1,no,3.748,3.53,42928,41249,-0.086
CBS,no,3.41,3.618,39052,42277,0.086
CBSL,no,5.895,5.985,67519,69935,0.022
CBWD2,no,12.694,10.733,145379,125418,-0.242
CBX1,no,6.584,5.931,75404,69307,-0.151
CBX3,no,13.494,9.904,154543,115724,-0.446
CBX5,no,9.096,7.065,104172,82554,-0.364
CBX7,no,6.717,10.493,76935,122607,0.643
CC2D1A,no,4.77,4.964,54632,58008,0.058
CCAR2,no,9.135,11.354,104626,132668,0.314
CCAT2,no,0.114,0.088,1302,1028,-0.37
CCBE1,no,0.219,0.315,2503,3680,0.527
CCDC102B,no,0.768,0.674,8794,7872,-0.189
CCDC103,no,0.175,0.137,1999,1606,-0.345
CCDC113,no,0.917,0.747,10500,8729,-0.295
CCDC124,no,4.66,4.285,53374,50073,-0.121
CCDC136,no,0.279,0.537,3191,6278,0.947
CCDC137,no,2.978,3.732,34104,43612,0.326
CCDC14,no,3.327,3.332,38099,38933,0.002
CCDC141,no,2.32,2.756,26567,32206,0.249
CCDC170,no,0.155,0.245,1779,2859,0.656
CCDC27,no,0.028,,323,0,
CCDC33,no,0.036,0.009,409,108,-1.95
CCDC43,no,4.693,4.048,53746,47298,-0.213
CCDC50,no,13.095,14.881,149974,173877,0.184
CCDC51,no,0.624,0.645,7144,7531,0.047
CCDC57,no,2.038,2.769,23341,32356,0.442
CCDC6,no,17.768,16.125,203498,188420,-0.14
CCDC61,no,0.624,0.781,7151,9121,0.322
CCDC62,no,0.268,0.127,3072,1479,-1.083
CCDC7,no,4.62,4.823,52909,56361,0.062
CCDC77,no,0.943,1.069,10798,12495,0.182
CCDC80,no,5.255,7.286,60184,85139,0.472
CCDC86,no,3.769,2.677,43164,31275,-0.494
CCDC9,no,11.944,15.013,136794,175424,0.33
CCDC91,no,9.239,8.728,105818,101983,-0.082
CCK,no,0.042,0.011,480,131,-1.902
CCKAR,no,0.027,0.01,311,113,-1.489
CCKBR,no,2.276,0.593,26066,6925,-1.941
CCL1,no,0.023,,267,0,
CCL11,no,1.405,0.65,16091,7599,-1.111
CCL13,no,0.513,0.297,5870,3467,-0.789
CCL14,no,2.491,3.249,28524,37966,0.384
CCL15,no,0.066,0.026,751,301,-1.348
CCL16,no,0.076,0.11,868,1281,0.533
CCL17,no,0.019,0.015,213,173,-0.329
CCL18,no,0.053,0.023,604,266,-1.212
CCL19,no,0.2,1.36,2292,15887,2.764
CCL20,no,0.279,0.211,3197,2468,-0.402
CCL22,no,0.037,0.014,420,163,-1.394
CCL23,no,0.077,0.067,882,784,-0.199
CCL24,no,0.049,0.018,561,207,-1.467
CCL25,no,0.023,,258,0,
CCL26,no,0.148,0.039,1690,456,-1.919
CCL27,no,0.054,0.045,618,521,-0.275
CCL28,no,5.447,3.025,62387,35342,-0.849
CCL7,no,0.068,0.016,780,183,-2.121
CCL8,no,0.294,0.072,3365,844,-2.024
CCN1,no,6.646,11.12,76119,129936,0.743
CCN2,no,6.815,6.411,78050,74916,-0.088
CCN3,no,1.706,1.078,19535,12595,-0.662
CCN4,no,2.341,0.701,26816,8193,-1.74
CCN5,no,0.131,0.365,1504,4269,1.476
CCNA1,no,0.031,0.009,357,109,-1.741
CCNA2,no,0.328,0.284,3756,3318,-0.208
CCNB1,no,0.945,0.918,10827,10722,-0.043
CCNB2,no,0.177,0.116,2027,1350,-0.615
CCNB3,no,0.161,0.147,1843,1718,-0.13
CCND1,no,9.831,5.998,112592,70080,-0.713
CCND2,no,17.11,16.337,195956,190890,-0.067
CCND3,no,2.449,1.864,28049,21786,-0.393
CCNDBP1,no,5.868,5.792,67208,67675,-0.019
CCNE1,no,0.241,0.336,2755,3925,0.482
CCNO,no,2.192,3.785,25105,44227,0.788
CCNT1,no,4.328,4.505,49566,52643,0.058
CCNY,no,10.375,9.586,118827,112008,-0.114
CCR1,no,1.713,1.335,19624,15598,-0.36
CCR2,no,0.497,1.363,5697,15929,1.454
CCR3,no,0.021,,245,0,
CCR4,no,0.026,0.025,303,293,-0.077
CCR5,no,0.141,0.17,1610,1984,0.272
CCR6,no,0.059,0.094,672,1101,0.683
CCR7,no,0.018,0.011,210,127,-0.754
CCR8,no,0.02,,224,0,
CCR9,no,0.029,0.009,333,104,-1.708
CCRL2,no,0.27,0.191,3094,2226,-0.504
CCT2,no,18.004,14.912,206196,174246,-0.272
CCT3,no,35.443,29.774,405923,347903,-0.251
CCT5,no,22.543,18.954,258179,221475,-0.25
CCT6A,no,20.029,19.83,229390,231710,-0.014
CCT7,no,22.689,20.833,259851,243429,-0.123
CCT8,no,30.394,27.923,348097,326267,-0.122
CD101,no,0.132,0.114,1513,1328,-0.217
CD109,no,0.61,0.699,6984,8169,0.197
CD14,no,6.434,7.258,73687,84803,0.174
CD151,no,17.06,15.549,195386,181686,-0.134
CD160,no,0.056,0.047,647,548,-0.268
CD163,no,4.466,4.626,51145,54049,0.051
CD177,no,0.316,0.236,3615,2762,-0.417
CD180,no,0.167,0.189,1917,2204,0.172
CD19,no,0.078,0.132,897,1538,0.749
CD1A,no,0.034,0.01,389,113,-1.812
CD1B,no,0.017,,189,0,
CD1C,no,0.049,0.07,564,815,0.502
CD1D,no,0.54,0.965,6181,11275,0.838
CD1E,no,0.053,0.023,602,268,-1.196
CD2,no,0.235,0.318,2697,3711,0.432
CD200,no,2.131,2.024,24406,23652,-0.074
CD207,no,0.065,0.053,740,617,-0.291
CD209,no,0.654,0.521,7485,6084,-0.328
CD22,no,0.214,0.261,2447,3046,0.287
CD226,no,0.112,0.086,1287,1001,-0.391
CD244,no,0.062,0.147,706,1717,1.253
CD247,no,0.221,0.492,2527,5751,1.157
CD248,no,1.623,0.865,18584,10108,-0.907
CD27,no,0.103,0.225,1175,2632,1.135
CD274,no,0.55,0.719,6297,8396,0.386
CD276,no,5.652,4.526,64737,52881,-0.321
CD28,no,0.281,0.188,3220,2198,-0.58
CD2AP,no,15.783,11.805,180762,137939,-0.419
CD2BP2,no,6.075,7.131,69575,83326,0.231
CD300A,no,1.536,1.941,17593,22682,0.338
CD300C,no,0.305,0.333,3496,3888,0.124
CD300E,no,0.315,0.328,3607,3829,0.057
CD302,no,12.518,8.901,143370,104004,-0.492
CD320,no,0.235,0.188,2689,2194,-0.322
CD33,no,0.267,0.52,3056,6072,0.962
CD34,no,3.511,4.827,40207,56397,0.459
CD36,no,2.321,2.918,26582,34098,0.33
CD38,no,0.382,0.421,4378,4921,0.14
CD3E,no,0.444,0.799,5082,9337,0.849
CD3EAP,no,0.935,0.826,10713,9650,-0.18
CD3G,no,0.145,0.148,1664,1724,0.022
CD4,no,2.249,3.322,25757,38821,0.563
CD40,no,2.268,3.815,25980,44572,0.75
CD40LG,no,0.05,0.043,567,506,-0.193
CD44,no,47.499,46.665,544000,545266,-0.026
CD46,no,25.675,26.197,294055,306104,0.029
CD47,no,15.743,13.588,180309,158769,-0.212
CD5,no,0.15,0.165,1718,1930,0.139
CD55,no,3.817,3.838,43717,44851,0.008
CD58,no,3.112,3.298,35644,38542,0.084
CD59,no,16.947,12.598,194095,147205,-0.428
CD5L,no,0.014,0.014,158,164,0.025
CD6,no,0.225,0.232,2576,2714,0.046
CD68,no,3.913,4.414,44815,51577,0.174
CD7,no,0.109,0.249,1250,2912,1.191
CD70,no,0.108,0.056,1239,656,-0.946
CD72,no,0.163,0.189,1872,2214,0.213
CD79A,no,0.084,0.154,966,1805,0.873
CD79B,no,0.112,0.243,1288,2834,1.109
CD80,no,0.065,0.083,745,970,0.352
CD82,no,5.534,6.383,63382,74579,0.206
CD83,no,1.33,1.302,15228,15218,-0.03
CD84,no,1.099,1.503,12589,17563,0.451
CD86,no,0.418,0.591,4791,6904,0.498
CD8A,no,0.553,0.847,6338,9902,0.615
CD8B,no,0.164,0.14,1879,1641,-0.224
CD93,no,2.551,2.107,29222,24623,-0.276
CD96,no,0.18,0.31,2065,3621,0.781
CD99,no,27.52,28.886,315188,337521,0.07
CDA,no,0.255,0.219,2917,2556,-0.22
CDAN1,no,1.343,2.2,15382,25709,0.712
CDC123,no,8.094,6.852,92695,80069,-0.24
CDC14A,no,1.375,1.692,15745,19765,0.299
CDC20,no,0.373,0.301,4268,3516,-0.309
CDC25A,no,0.369,0.252,4223,2946,-0.548
CDC25C,no,0.089,0.046,1021,538,-0.953
CDC27,no,6.788,5.894,77740,68868,-0.204
CDC34,no,9.428,11.813,107973,138031,0.325
CDC37,no,10.436,11.507,119519,134452,0.141
CDC42,no,17.037,15.31,195127,178895,-0.154
CDC42BPG,no,5.569,7.691,63778,89870,0.466
CDC6,no,0.849,1.225,9724,14311,0.529
CDC73,no,9.342,9.764,106999,114087,0.064
CDCA2,no,0.216,0.142,2474,1661,-0.604
CDCA3,no,0.235,0.153,2687,1790,-0.615
CDCA7L,no,5.019,4.696,57484,54873,-0.096
CDCP1,no,3.184,2.36,36469,27575,-0.432
CDH1,no,29.181,27.874,334214,325701,-0.066
CDH11,no,1.414,1.718,16193,20071,0.281
CDH13,no,0.128,0.104,1467,1217,-0.298
CDH16,no,0.02,,233,0,
CDH2,no,0.194,0.109,2224,1272,-0.835
CDH22,no,1.429,0.848,16366,9913,-0.752
CDH23,no,1.967,2.658,22523,31063,0.435
CDH3,no,0.282,0.224,3233,2620,-0.332
CDH5,no,0.912,1.521,10450,17772,0.737
CDH6,no,0.876,0.578,10033,6751,-0.6
CDH7,no,0.057,0.009,656,104,-2.686
CDHR1,no,0.065,0.085,743,997,0.395
CDHR2,no,0.113,0.078,1299,911,-0.541
CDK1,no,0.48,0.229,5502,2671,-1.071
CDK10,no,7.207,8.271,82542,96649,0.199
CDK14,no,5.307,5.216,60781,60950,-0.025
CDK16,no,13.66,12.586,156452,147059,-0.118
CDK17,no,4.347,5.038,49784,58870,0.213
CDK18,no,4.776,6.29,54705,73497,0.397
CDK2,no,2.645,2.406,30290,28108,-0.137
CDK3,no,1.634,2.048,18717,23929,0.326
CDK4,no,7.883,8.209,90289,95916,0.058
CDK5,no,1.22,1.269,13967,14830,0.058
CDK5RAP1,no,3.732,4.55,42744,53167,0.286
CDK6,no,4.843,5.728,55469,66927,0.242
CDK7,no,2.999,3.028,34348,35378,0.014
CDK8,no,6.118,5.67,70070,66248,-0.11
CDK9,no,5.737,6.5,65709,75950,0.18
CDKAL1,no,5.809,6.984,66530,81603,0.266
CDKL1,no,0.325,0.304,3718,3549,-0.096
CDKL3,no,0.302,0.236,3454,2752,-0.357
CDKN1A,no,15.485,12.015,177354,140389,-0.366
CDKN1B,no,8.969,11.332,102727,132413,0.337
CDKN1C,no,2.656,2.081,30416,24319,-0.352
CDKN2A,no,0.184,0.103,2112,1198,-0.847
CDKN2AIP,no,2.671,2.47,30591,28856,-0.113
CDKN2B,no,2.141,1.115,24525,13030,-0.941
CDKN3,no,0.372,0.252,4266,2942,-0.565
CDR2L,no,2.999,2.264,34353,26449,-0.406
CDSN,no,0.025,,290,0,
CDV3,no,21.842,17.805,250153,208051,-0.295
CDX1,no,0.043,0.038,488,445,-0.162
CDX2,no,1.003,0.921,11485,10757,-0.123
CEACAM1,no,0.378,0.611,4333,7134,0.69
CEACAM3,no,0.018,0.011,202,127,-0.698
CEACAM8,no,0.058,0.015,663,180,-1.91
CEBPA,no,3.041,3.474,34830,40589,0.192
CELSR1,no,0.312,0.5,3571,5841,0.681
CELSR2,no,2.42,2.845,27714,33242,0.233
CELSR3,no,0.318,0.257,3640,3003,-0.306
CEMIP2,no,6.108,5.331,69949,62295,-0.196
CENPA,no,0.223,0.092,2550,1072,-1.279
CENPB,no,6.651,5.753,76171,67218,-0.209
CENPF,no,0.376,0.237,4301,2766,-0.666
CENPV,no,2.258,1.889,25856,22074,-0.257
CEP112,no,4.378,4.564,50138,53334,0.06
CEP128,no,0.832,1.036,9525,12111,0.318
CEP170,no,2.983,3.527,34162,41215,0.242
CEP19,no,0.503,0.415,5757,4848,-0.277
CEP44,no,2.118,2.378,24261,27783,0.167
CEP55,no,0.374,0.197,4285,2305,-0.923
CEP85,no,1.814,1.996,20776,23321,0.138
CES1,no,0.421,0.214,4818,2505,-0.973
CETP,no,0.151,0.106,1726,1238,-0.508
CFAP20,no,1.689,1.567,19349,18313,-0.108
CFAP43,no,0.472,0.767,5411,8957,0.698
CFAP46,no,0.389,0.344,4453,4014,-0.179
CFAP47,no,0.085,0.034,975,403,-1.304
CFB,no,13,12.427,148893,145206,-0.065
CFC1,no,1.332,0.296,15257,3458,-2.17
CFDP1,no,7.258,6.941,83125,81108,-0.064
CFH,no,1.75,2.451,20046,28640,0.486
CFHR1,no,0.382,0.333,4377,3891,-0.199
CFL2,no,4.447,3.227,50932,37711,-0.462
CFLAR,no,10.617,14.308,121592,167180,0.43
CFP,no,0.317,0.316,3626,3697,-0.001
CFTR,no,29.856,32.182,341934,376037,0.108
CGAS,no,0.878,0.977,10052,11421,0.155
CGB3,no,0.162,0.149,1861,1738,-0.128
CGNL1,no,8.808,8.615,100879,100666,-0.032
CGRRF1,no,2.805,2.492,32125,29122,-0.17
CH25H,no,0.203,0.166,2330,1939,-0.294
CHAD,no,0.408,0.83,4676,9701,1.024
CHAF1A,no,1.45,1.787,16610,20885,0.302
CHAMP1,no,3.337,2.906,38223,33951,-0.2
CHD3,no,18.251,18.189,209023,212530,-0.005
CHD5,no,0.264,0.307,3022,3587,0.218
CHD7,no,5.037,5.257,57691,61426,0.062
CHEK1,no,0.797,0.677,9125,7905,-0.236
CHEK2,no,1.089,1.156,12477,13506,0.085
CHFR,no,7.417,7.848,84945,91703,0.082
CHIT1,no,0.022,,257,0,
CHKA,no,7.434,9.24,85141,107970,0.314
CHODL,no,0.08,0.033,919,384,-1.288
CHRAC1,no,4.197,2.552,48071,29823,-0.718
CHRDL2,no,0.31,0.135,3552,1578,-1.199
CHRM1,no,0.057,0.018,648,216,-1.614
CHRM2,no,0.027,0.017,309,200,-0.657
CHRM3,no,2.547,2.524,29172,29490,-0.013
CHRM4,no,0.108,0.16,1238,1864,0.561
CHRM5,no,0.028,0.009,323,102,-1.692
CHRNA2,no,0.032,,365,0,
CHRNA3,no,0.036,0.023,415,270,-0.649
CHRNA4,no,0.014,,165,0,
CHRNA5,no,0.57,0.424,6529,4955,-0.427
CHRNA6,no,0.086,0.047,986,551,-0.868
CHRNA7,no,0.913,0.485,10454,5664,-0.913
CHRNB1,no,2.215,2.581,25365,30157,0.221
CHRNB2,no,0.196,0.122,2249,1420,-0.692
CHRNB3,no,0.081,0.15,924,1751,0.893
CHRNB4,no,0.031,0.015,353,174,-1.049
CHST8,no,0.184,0.104,2104,1219,-0.816
CHUK,no,5.004,3.988,57308,46599,-0.327
CIDEC,no,0.176,0.118,2015,1384,-0.571
CIITA,no,1.157,3.553,13249,41519,1.619
CILP2,no,0.029,0.017,327,197,-0.76
CINP,no,6.291,6.302,72054,73641,0.003
CIP2A,no,0.67,0.652,7677,7620,-0.04
CISD2,no,6.466,4.646,74055,54282,-0.477
CKAP2,no,1.313,0.922,15035,10775,-0.51
CKAP4,no,15.566,15.24,178280,178073,-0.031
CKAP5,no,6.744,6.83,77236,79808,0.018
CKS2,no,0.507,0.375,5802,4383,-0.434
CLCN3,no,12.733,11.497,145834,134341,-0.147
CLCN4,no,0.991,0.785,11355,9175,-0.336
CLCN5,no,0.871,0.707,9975,8263,-0.301
CLDN1,no,21.44,14.895,245550,174040,-0.526
CLDN18,no,0.051,0.031,579,366,-0.691
CLDN5,no,0.915,2.032,10484,23747,1.151
CLDN7,no,8.823,6.96,101055,81321,-0.342
CLEC10A,no,0.257,1.092,2947,12761,2.086
CLEC12A,no,0.161,0.643,1844,7508,1.997
CLEC14A,no,1.092,1.641,12512,19177,0.587
CLEC16A,no,4.246,4.445,48633,51938,0.066
CLEC2A,no,0.057,,650,0,
CLEC4A,no,0.949,1.124,10873,13136,0.244
CLEC4C,no,0.047,,538,0,
CLEC4D,no,0.09,0.039,1026,459,-1.189
CLEC4M,no,0.127,0.112,1457,1306,-0.187
CLEC5A,no,0.89,1.257,10188,14682,0.498
CLEC6A,no,0.041,0.027,474,318,-0.605
CLEC7A,no,0.686,0.97,7851,11339,0.501
CLEC9A,no,0.065,0.228,740,2659,1.816
CLGN,no,0.811,0.525,9293,6130,-0.629
CLIC3,no,0.056,0.072,640,836,0.357
CLIC4,no,15.127,14.235,173245,166337,-0.088
CLIC6,no,0.808,1.201,9255,14032,0.572
CLK2,no,7.908,11.81,90565,137999,0.579
CLK3,no,5.191,5.894,59455,68866,0.183
CLK4,no,5.298,5.402,60683,63121,0.028
CLN3,no,0.875,1.244,10025,14533,0.507
CLN5,no,4.269,4.429,48890,51756,0.053
CLNK,no,0.049,0.04,559,470,-0.279
CLOCK,no,6.105,4.508,69919,52673,-0.438
CLPTM1L,no,22.901,21.675,262286,253267,-0.079
CLPX,no,11.866,12.5,135902,146054,0.075
CLSTN1,no,9.048,11.728,103625,137042,0.374
CLSTN3,no,1.792,1.794,20522,20965,0.002
CLTC,no,30.22,26.781,346103,312930,-0.174
CMA1,no,0.041,0.027,472,316,-0.608
CMKLR1,no,1.554,1.344,17794,15705,-0.209
CMSS1,no,4.677,3.566,53569,41669,-0.391
CMTM8,no,9.908,9.623,113475,112444,-0.042
CMYA5,no,0.126,0.08,1442,930,-0.662
CNDP1,no,0.029,0.02,329,231,-0.539
CNGB1,yes,0.027,,309,0,
CNGB3,yes,0.047,0.01,540,113,-2.286
CNIH4,no,3.103,2.964,35534,34633,-0.066
CNKSR3,no,4.331,4.882,49597,57041,0.173
CNMD,no,0.103,0.018,1179,209,-2.525
CNNM1,no,0.555,0.475,6352,5555,-0.222
CNNM3,no,5.834,7.131,66814,83329,0.29
CNOT1,no,13.898,14.413,159176,168415,0.052
CNP,no,9.137,7.449,104640,87045,-0.295
CNR1,no,0.482,0.304,5516,3550,-0.665
CNR2,no,0.04,0.02,463,233,-1.02
CNRIP1,no,2.311,1.955,26463,22838,-0.241
CNST,no,2.132,2.296,24421,26828,0.107
CNTF,no,0.586,0.223,6707,2601,-1.396
CNTLN,no,1.12,1.627,12827,19016,0.539
CNTN2,no,0.071,0.053,817,622,-0.422
CNTN6,no,0.042,0.03,482,349,-0.495
CNTNAP1,no,2.67,2.617,30576,30574,-0.029
CNTNAP3,no,0.212,0.411,2428,4802,0.955
CNTNAP4,no,0.024,,271,0,
CNTROB,no,2.743,3.27,31414,38209,0.254
COASY,no,10.855,11.389,124320,133078,0.069
COBLL1,no,15.737,14.277,180231,166827,-0.14
COCH,no,2.12,2.012,24276,23514,-0.075
COIL,no,3.579,3.905,40994,45628,0.126
COL10A1,yes,0.08,0.039,916,451,-1.051
COL11A1,yes,0.228,0.083,2608,974,-1.45
COL17A1,no,0.038,0.01,432,115,-1.938
COL18A1,no,13.111,15.849,150159,185186,0.274
COL23A1,no,0.039,0.024,450,278,-0.724
COL25A1,no,0.094,0.053,1079,615,-0.84
COL2A1,yes,0.033,0.009,382,106,-1.878
COL4A1,no,16.921,10.786,193799,126026,-0.65
COL4A2,no,10.108,7.19,115761,84017,-0.491
COL4A3,no,0.736,0.679,8424,7939,-0.114
COL4A4,no,2.031,1.592,23266,18600,-0.352
COL4A5,no,0.223,0.229,2549,2675,0.041
COL5A1,no,6.941,4.792,79494,55991,-0.535
COL5A2,no,3.242,2.494,37135,29143,-0.379
COL7A1,no,0.107,0.1,1223,1172,-0.09
COLEC12,no,1.107,1.485,12677,17350,0.424
COLQ,no,0.283,0.404,3244,4715,0.511
COMP,yes,0.308,0.177,3526,2074,-0.795
COMT,no,13.034,15.221,149280,177852,0.224
COPS5,no,10.131,10.199,116035,119168,0.01
COQ8A,no,12.977,17.428,148627,203643,0.425
CORIN,no,0.122,0.059,1395,686,-1.053
CORO1B,no,4.351,5.86,49837,68469,0.429
CORO1C,no,7.411,6.362,84880,74335,-0.22
CORT,no,0.25,0.102,2862,1194,-1.29
CP,no,0.383,0.955,4381,11164,1.321
CPA4,no,1.375,1.84,15748,21500,0.42
CPA5,no,0.029,0.014,334,165,-1.046
CPA6,no,0.065,0.032,741,370,-1.031
CPB2,no,0.123,0.033,1406,382,-1.909
CPEB1,no,0.241,0.366,2759,4280,0.605
CPEB2,no,2.963,3.048,33938,35619,0.041
CPEB3,no,3.328,3.97,38111,46385,0.255
CPLX3,no,0.032,,370,0,
CPNE9,no,0.064,0.036,730,418,-0.833
CPS1,no,0.139,0.171,1591,2001,0.302
CPSF6,no,19.55,20.923,223909,244477,0.098
CPT1A,no,13.865,13.117,158796,153268,-0.08
CPVL,no,0.909,1.409,10416,16463,0.632
CPXM2,no,0.47,0.77,5385,8999,0.712
CPZ,no,0.044,0.064,504,743,0.531
CR1,no,0.296,0.395,3395,4610,0.412
CR2,no,0.059,0.05,679,586,-0.241
CRB2,no,0.025,0.01,289,113,-1.384
CREB1,no,7.977,8.081,91362,94424,0.019
CREB3,no,9.603,10.001,109987,116861,0.059
CREB5,no,0.927,0.876,10613,10231,-0.082
CREBBP,no,14.832,17.279,169874,201905,0.22
CREG1,no,18.053,15.362,206765,179504,-0.233
CREG2,no,0.115,0.034,1318,398,-1.756
CRH,no,0.333,0.184,3818,2152,-0.856
CRHR1,no,0.03,0.018,347,209,-0.76
CRHR2,no,0.24,0.21,2752,2451,-0.196
CRIPT,no,2.312,2.372,26483,27720,0.037
CRK,no,11.256,7.992,128920,93383,-0.494
CRKL,no,5.202,5.491,59579,64165,0.078
CRNDE,no,0.673,0.179,7711,2086,-1.915
CRNN,no,0.027,,311,0,
CRTAC1,no,0.081,0.102,933,1190,0.322
CRTAM,no,0.065,0.071,746,831,0.127
CRY2,no,4.416,4.427,50577,51731,0.004
CRYAA,no,0.022,,251,0,
CRYBB3,no,0.257,0.203,2946,2368,-0.344
CRYBG1,no,2.173,3.34,24885,39029,0.62
CRYBG3,no,7.946,6.731,91001,78651,-0.239
CRYGC,no,0.014,,165,0,
CRYGS,no,0.775,0.762,8876,8907,-0.024
CRYZ,no,17.548,12.54,200979,146530,-0.485
CRYZL1,no,3.421,4.148,39183,48470,0.278
CSE1L,no,7.661,7.316,87742,85491,-0.066
CSF1,no,4.256,5.1,48740,59597,0.261
CSF1R,no,2.021,3.73,23146,43585,0.884
CSF2,no,0.024,,272,0,
CSF2RA,no,0.526,0.921,6027,10756,0.807
CSF2RB,no,0.365,0.478,4176,5586,0.391
CSF3,no,0.04,0.011,459,124,-1.917
CSF3R,no,0.727,1.573,8327,18385,1.114
CSK,no,5.215,6.292,59731,73517,0.271
CSNK1A1,no,13.947,11.086,159732,129537,-0.331
CSNK1A1L,no,0.042,,485,0,
CSNK1E,no,9.113,8.923,104375,104259,-0.031
CSNK1G1,no,3.781,4.155,43306,48546,0.136
CSNK2A1,no,13.459,13.368,154148,156204,-0.01
CSNK2A2,no,13.538,15.372,155050,179613,0.183
CSNK2B,no,23.744,24.972,271940,291789,0.073
CSPG4,no,0.424,0.391,4851,4574,-0.114
CSPP1,no,3.1,3.583,35505,41861,0.209
CSRP1,no,11.682,11.417,133795,133409,-0.033
CSRP3,no,0.052,,595,0,
CST1,no,0.011,,130,0,
CST2,no,0.038,0.009,439,102,-2.135
CST4,no,0.019,,222,0,
CST5,no,0.05,0.022,573,262,-1.158
CST7,no,0.102,0.229,1170,2678,1.166
CTAG1B,no,0.035,,403,0,
CTBP1,no,26.8,26.39,306942,308356,-0.022
CTBP2,no,4.665,3.933,53425,45961,-0.246
CTCF,no,6.933,8.393,79407,98073,0.276
CTCFL,no,0.054,,615,0,
CTDSPL,no,6.837,6.352,78305,74224,-0.106
CTH,no,2.489,2.26,28501,26407,-0.139
CTHRC1,no,1.428,1.414,16355,16526,-0.014
CTLA4,no,0.115,0.066,1318,771,-0.802
CTNNA1,no,23.457,22.639,268653,264536,-0.051
CTNNAL1,no,8.012,6.84,91757,79929,-0.228
CTNNB1,no,25.402,27.226,290932,318130,0.1
CTNND1,no,33.035,36.527,378343,426812,0.145
CTNND2,no,7.709,8.62,88291,100724,0.161
CTRL,no,28.326,31.947,324416,373291,0.174
CTSA,no,10.286,12.561,117810,146772,0.288
CTSC,no,6.391,6.951,73200,81219,0.121
CTSG,no,0.074,0.101,849,1179,0.445
CTSH,no,5.948,6.342,68120,74106,0.093
CTSK,no,1.741,2.075,19938,24250,0.254
CTSL,no,14.526,15.423,166367,180209,0.086
CTTN,no,22.917,24.226,262471,283076,0.08
CTTNBP2NL,no,5.177,5.46,59296,63797,0.077
CTXN3,no,0.053,,608,0,
CUBN,no,0.321,0.421,3674,4924,0.394
CUEDC2,no,5.167,5.56,59182,64969,0.106
CUL1,no,7.809,7.835,89436,91550,0.005
CUL2,no,4.153,4.113,47563,48063,-0.014
CUL3,no,9.523,9.027,109071,105476,-0.077
CUL4A,no,11.632,11.944,133220,139561,0.038
CUL4B,no,7.47,7.493,85555,87551,0.004
CUL5,no,7.11,6.025,81429,70396,-0.239
CUTA,no,7.559,8.377,86568,97887,0.148
CUX2,no,0.072,0.052,821,612,-0.453
CUZD1,no,79.374,68.247,909062,797443,-0.218
CX3CL1,no,2.797,1.965,32034,22955,-0.51
CX3CR1,no,0.267,0.524,3061,6118,0.97
CXADR,no,11.107,9.499,127211,110999,-0.226
CXCL10,no,0.14,0.225,1603,2627,0.684
CXCL11,no,0.377,0.468,4316,5463,0.311
CXCL12,no,15.567,22.518,178287,263114,0.533
CXCL13,no,0.052,0.019,596,219,-1.473
CXCL16,no,3.209,3.215,36747,37565,0.003
CXCL2,no,39.331,8.804,450456,102876,-2.159
CXCL5,no,0.264,0.095,3025,1109,-1.477
CXCL6,no,3.505,1.098,40148,12824,-1.675
CXCL9,no,0.129,0.334,1479,3906,1.372
CXCR1,no,0.066,0.032,757,377,-1.035
CXCR2,no,0.037,0.025,427,288,-0.597
CXCR3,no,0.071,0.145,814,1700,1.034
CXCR4,no,0.9,4.239,10310,49526,2.235
CXCR5,no,0.022,0.023,256,271,0.053
CXCR6,no,0.067,0.103,768,1208,0.625
CYBA,no,8.835,6.415,101184,74960,-0.462
CYBB,no,3.063,4.606,35082,53819,0.588
CYBC1,no,3.823,4.88,43784,57017,0.352
CYCS,no,10.654,5.669,122015,66245,-0.91
CYFIP2,no,1.784,1.8,20436,21034,0.013
CYHR1,no,1.905,2.698,21816,31528,0.502
CYLD,no,9.366,8.867,107267,103612,-0.079
CYP11A1,no,0.04,0.017,462,194,-1.281
CYP11B2,no,0.011,,127,0,
CYP17A1,no,0.077,0.058,887,675,-0.423
CYP19A1,no,0.342,0.088,3922,1023,-1.968
CYP1A1,no,0.022,0.01,254,117,-1.147
CYP1A2,no,0.023,,261,0,
